raw_name,state,district,canonical_agency_id,canonical_name,match_score
thiruvananthapuram municipal corporation,Kerala,Thiruvananthapuram,agy_0026,Thiruvananthapuram Municipal Corporation,100.0
THIRUVANANTHAPURAM NAGAR PANCHAYAT,Kerala,Thiruvananthapuram,agy_0027,Thiruvananthapuram Nagar Panchayat,100.0
Thiruvananthapuram Nagar Panchayat,Kerala,Thiruvananthapuram,agy_0027,Thiruvananthapuram Nagar Panchayat,100.0
thiruvananthapuram nagar panchayat,Kerala,Thiruvananthapuram,agy_0027,Thiruvananthapuram Nagar Panchayat,100.0
THIRUVANANTHAPURAM PUBLIC WORKS DEPARTMENT,Kerala,Thiruvananthapuram,agy_0028,Thiruvananthapuram Public Works Department,100.0
Thiruvananthapuram Public Works Department,Kerala,Thiruvananthapuram,agy_0028,Thiruvananthapuram Public Works Department,100.0
thiruvananthapuram public works department,Kerala,Thiruvananthapuram,agy_0028,Thiruvananthapuram Public Works Department,100.0
THRISSUR MUNICIPAL CORPORATION,Kerala,Thrissoor,agy_0029,Thrissur Municipal Corporation,100.0
Thrissur Muncipal Corporation,Kerala,Thrissoor,agy_0029,Thrissur Municipal Corporation,98.3
Thrissur Municipal Corporation,Kerala,Thrissoor,agy_0029,Thrissur Municipal Corporation,100.0
thrissur municipal corporation,Kerala,Thrissoor,agy_0029,Thrissur Municipal Corporation,100.0
THRISSUR PANCHAYAT SAMITI,Kerala,Thrissoor,agy_0030,Thrissur Panchayat Samiti,100.0
Thrissur Panchayat  Samiti,Kerala,Thrissoor,agy_0030,Thrissur Panchayat Samiti,100.0
Thrissur Panchayat Samiti,Kerala,Thrissoor,agy_0030,Thrissur Panchayat Samiti,100.0
thrissur panchayat samiti,Kerala,Thrissoor,agy_0030,Thrissur Panchayat Samiti,100.0
Thrissur Panch. Samiti,Kerala,Thrissoor,agy_0031,Thrissur Panch. Samiti,100.0
WAYANAD DISTRICT AUTHORITY,Kerala,Wayanad,agy_0032,Wayanad District Authority,100.0
Wayanad District Authority,Kerala,Wayanad,agy_0032,Wayanad District Authority,100.0
wayanad district authority,Kerala,Wayanad,agy_0032,Wayanad District Authority,100.0
WAYANAD NAGAR PANCHAYAT,Kerala,Wayanad,agy_0033,Wayanad Nagar Panchayat,100.0
Wayanad Nagar Panchayat,Kerala,Wayanad,agy_0033,Wayanad Nagar Panchayat,100.0
wayanad nagar panchayat,Kerala,Wayanad,agy_0033,Wayanad Nagar Panchayat,100.0
ANGUL ZILLA PARISHAD,Odisha,Angul,agy_0034,Angul Zilla Parishad,100.0
Angul Zilla Parishad,Odisha,Angul,agy_0034,Angul Zilla Parishad,100.0
angul zilla parishad,Odisha,Angul,agy_0034,Angul Zilla Parishad,100.0
BALASORE GRAM PANCHAYAT,Odisha,Balasore,agy_0035,Balasore Gram Panchayat,100.0
Balasore Gram Panchayat,Odisha,Balasore,agy_0035,Balasore Gram Panchayat,100.0
balasore gram panchayat,Odisha,Balasore,agy_0035,Balasore Gram Panchayat,100.0
BALASORE MUNICIPAL COUNCIL,Odisha,Balasore,agy_0036,Balasore Municipal Council,100.0
Balasore Municipal Council,Odisha,Balasore,agy_0036,Balasore Municipal Council,100.0
balasore municipal council,Odisha,Balasore,agy_0036,Balasore Municipal Council,100.0
BARAGARH ZILLA PARISHAD,Odisha,Baragarh,agy_0037,Baragarh Zilla Parishad,100.0
Baragarh Zilla Parishad,Odisha,Baragarh,agy_0037,Baragarh Zilla Parishad,100.0
baragarh zilla parishad,Odisha,Baragarh,agy_0037,Baragarh Zilla Parishad,100.0
BARGARH GRAM PANCHAYAT,Odisha,Baragarh,agy_0038,Bargarh Gram Panchayat,100.0
Bargarh Gram Panchayat,Odisha,Baragarh,agy_0038,Bargarh Gram Panchayat,100.0
bargarh gram panchayat,Odisha,Baragarh,agy_0038,Bargarh Gram Panchayat,100.0
BHADRAK ZILLA PARISHAD,Odisha,Bhadrak,agy_0039,Bhadrak Zilla Parishad,100.0
Bhadrak Zilla Parishad,Odisha,Bhadrak,agy_0039,Bhadrak Zilla Parishad,100.0
bhadrak zilla parishad,Odisha,Bhadrak,agy_0039,Bhadrak Zilla Parishad,100.0
BHADRAK(SC) GRAM PANCHAYAT,Odisha,Bhadrak,agy_0040,Bhadrak(Sc) Gram Panchayat,100.0
Bhadrak(Sc) Gram Panchayat,Odisha,Bhadrak,agy_0040,Bhadrak(Sc) Gram Panchayat,100.0
bhadrak(sc) gram panchayat,Odisha,Bhadrak,agy_0040,Bhadrak(Sc) Gram Panchayat,100.0
BOLANGIR PANCHAYAT SAMITI,Odisha,Bolangir,agy_0041,Bolangir Panchayat Samiti,100.0
Bolangir Panchayat  Samiti,Odisha,Bolangir,agy_0041,Bolangir Panchayat Samiti,100.0
Bolangir Panchayat Samiti,Odisha,Bolangir,agy_0041,Bolangir Panchayat Samiti,100.0
bolangir panchayat samiti,Odisha,Bolangir,agy_0041,Bolangir Panchayat Samiti,100.0
Bolangir Panch. Samiti,Odisha,Bolangir,agy_0042,Bolangir Panch. Samiti,100.0
CUTTACK PANCHAYAT SAMITI,Odisha,Cuttack,agy_0043,Cuttack Panchayat Samiti,100.0
Cuttack Panchayat  Samiti,Odisha,Cuttack,agy_0043,Cuttack Panchayat Samiti,100.0
Cuttack Panchayat Samiti,Odisha,Cuttack,agy_0043,Cuttack Panchayat Samiti,100.0
cuttack panchayat samiti,Odisha,Cuttack,agy_0043,Cuttack Panchayat Samiti,100.0
CUTTACK RURAL DEVELOPMENT AGENCY,Odisha,Cuttack,agy_0044,Cuttack Rural Development Agency,100.0
Cuttack Rural Development Agency,Odisha,Cuttack,agy_0044,Cuttack Rural Development Agency,100.0
cuttack rural development agency,Odisha,Cuttack,agy_0044,Cuttack Rural Development Agency,100.0
Cuttack Panch. Samiti,Odisha,Cuttack,agy_0045,Cuttack Panch. Samiti,100.0
DHENKANAL GRAM PANCHAYAT,Odisha,Dhenkanal,agy_0046,Dhenkanal Gram Panchayat,100.0
Dhenkanal Gram Panchayat,Odisha,Dhenkanal,agy_0046,Dhenkanal Gram Panchayat,100.0
dhenkanal gram panchayat,Odisha,Dhenkanal,agy_0046,Dhenkanal Gram Panchayat,100.0
DHENKANAL MUNICIPAL CORPORATION,Odisha,Dhenkanal,agy_0047,Dhenkanal Municipal Corporation,100.0
Dhenkanal Muncipal Corporation,Odisha,Dhenkanal,agy_0047,Dhenkanal Municipal Corporation,98.4
Dhenkanal Municipal Corporation,Odisha,Dhenkanal,agy_0047,Dhenkanal Municipal Corporation,100.0
dhenkanal municipal corporation,Odisha,Dhenkanal,agy_0047,Dhenkanal Municipal Corporation,100.0
ASKA NAGAR PANCHAYAT,Odisha,Ganjam,agy_0048,Aska Nagar Panchayat,100.0
Aska Nagar Panchayat,Odisha,Ganjam,agy_0048,Aska Nagar Panchayat,100.0
aska nagar panchayat,Odisha,Ganjam,agy_0048,Aska Nagar Panchayat,100.0
GANJAM MUNICIPAL COUNCIL,Odisha,Ganjam,agy_0049,Ganjam Municipal Council,100.0
Ganjam Municipal Council,Odisha,Ganjam,agy_0049,Ganjam Municipal Council,100.0
ganjam municipal council,Odisha,Ganjam,agy_0049,Ganjam Municipal Council,100.0
JAGATSINGHPUR NAGAR PANCHAYAT,Odisha,Jagatsinghpur,agy_0050,Jagatsinghpur Nagar Panchayat,100.0
Jagatsinghpur Nagar Panchayat,Odisha,Jagatsinghpur,agy_0050,Jagatsinghpur Nagar Panchayat,100.0
jagatsinghpur nagar panchayat,Odisha,Jagatsinghpur,agy_0050,Jagatsinghpur Nagar Panchayat,100.0
JAJPUR(SC) PANCHAYAT SAMITI,Odisha,Jajpur,agy_0051,Jajpur(Sc) Panchayat Samiti,100.0
Jajpur(Sc) Panch. Samiti,Odisha,Jajpur,agy_0051,Jajpur(Sc) Panchayat Samiti,90.2
Jajpur(Sc) Panchayat  Samiti,Odisha,Jajpur,agy_0051,Jajpur(Sc) Panchayat Samiti,100.0
Jajpur(Sc) Panchayat Samiti,Odisha,Jajpur,agy_0051,Jajpur(Sc) Panchayat Samiti,100.0
jajpur(sc) panchayat samiti,Odisha,Jajpur,agy_0051,Jajpur(Sc) Panchayat Samiti,100.0
KALAHANDI DISTRICT AUTHORITY,Odisha,Kalahandi,agy_0052,Kalahandi District Authority,100.0
Kalahandi District Authority,Odisha,Kalahandi,agy_0052,Kalahandi District Authority,100.0
kalahandi district authority,Odisha,Kalahandi,agy_0052,Kalahandi District Authority,100.0
KALAHANDI PUBLIC WORKS DEPARTMENT,Odisha,Kalahandi,agy_0053,Kalahandi Public Works Department,100.0
Kalahandi Public Works Department,Odisha,Kalahandi,agy_0053,Kalahandi Public Works Department,100.0
kalahandi public works department,Odisha,Kalahandi,agy_0053,Kalahandi Public Works Department,100.0
KANDHAMAL MUNICIPAL COUNCIL,Odisha,Kandhamal,agy_0054,Kandhamal Municipal Council,100.0
Kandhamal Municipal Council,Odisha,Kandhamal,agy_0054,Kandhamal Municipal Council,100.0
kandhamal municipal council,Odisha,Kandhamal,agy_0054,Kandhamal Municipal Council,100.0
KANDHAMAL NAGAR PANCHAYAT,Odisha,Kandhamal,agy_0055,Kandhamal Nagar Panchayat,100.0
Kandhamal Nagar Panchayat,Odisha,Kandhamal,agy_0055,Kandhamal Nagar Panchayat,100.0
kandhamal nagar panchayat,Odisha,Kandhamal,agy_0055,Kandhamal Nagar Panchayat,100.0
KANDHAMAL RURAL DEVELOPMENT AGENCY,Odisha,Kandhamal,agy_0056,Kandhamal Rural Development Agency,100.0
Kandhamal Rural Development Agency,Odisha,Kandhamal,agy_0056,Kandhamal Rural Development Agency,100.0
kandhamal rural development agency,Odisha,Kandhamal,agy_0056,Kandhamal Rural Development Agency,100.0
KANDHAMAL ZILLA PARISHAD,Odisha,Kandhamal,agy_0057,Kandhamal Zilla Parishad,100.0
Kandhamal Zilla Parishad,Odisha,Kandhamal,agy_0057,Kandhamal Zilla Parishad,100.0
kandhamal zilla parishad,Odisha,Kandhamal,agy_0057,Kandhamal Zilla Parishad,100.0
KENDRAPARA DISTRICT AUTHORITY,Odisha,Kendrapara,agy_0058,Kendrapara District Authority,100.0
Kendrapara District Authority,Odisha,Kendrapara,agy_0058,Kendrapara District Authority,100.0
kendrapara district authority,Odisha,Kendrapara,agy_0058,Kendrapara District Authority,100.0
KEONJHAR(ST) NAGAR PANCHAYAT,Odisha,Keonjhar,agy_0059,Keonjhar(St) Nagar Panchayat,100.0
Keonjhar(St) Nagar Panchayat,Odisha,Keonjhar,agy_0059,Keonjhar(St) Nagar Panchayat,100.0
keonjhar(st) nagar panchayat,Odisha,Keonjhar,agy_0059,Keonjhar(St) Nagar Panchayat,100.0
KHORDHA DISTRICT AUTHORITY,Odisha,Khordha,agy_0060,Khordha District Authority,100.0
Khordha District Authority,Odisha,Khordha,agy_0060,Khordha District Authority,100.0
khordha district authority,Odisha,Khordha,agy_0060,Khordha District Authority,100.0
KHORDHA NAGAR PANCHAYAT,Odisha,Khordha,agy_0061,Khordha Nagar Panchayat,100.0
Khordha Nagar Panchayat,Odisha,Khordha,agy_0061,Khordha Nagar Panchayat,100.0
khordha nagar panchayat,Odisha,Khordha,agy_0061,Khordha Nagar Panchayat,100.0
MAYURBHANJ (ST) GRAM PANCHAYAT,Odisha,Mayurbhanj,agy_0062,Mayurbhanj (St) Gram Panchayat,100.0
Mayurbhanj (St) Gram Panchayat,Odisha,Mayurbhanj,agy_0062,Mayurbhanj (St) Gram Panchayat,100.0
mayurbhanj (st) gram panchayat,Odisha,Mayurbhanj,agy_0062,Mayurbhanj (St) Gram Panchayat,100.0
MAYURBHANJ ZILLA PARISHAD,Odisha,Mayurbhanj,agy_0063,Mayurbhanj Zilla Parishad,100.0
Mayurbhanj Zilla Parishad,Odisha,Mayurbhanj,agy_0063,Mayurbhanj Zilla Parishad,100.0
mayurbhanj zilla parishad,Odisha,Mayurbhanj,agy_0063,Mayurbhanj Zilla Parishad,100.0
NABARANGPUR PANCHAYAT SAMITI,Odisha,Nabarangpur,agy_0064,Nabarangpur Panchayat Samiti,100.0
Nabarangpur Panch. Samiti,Odisha,Nabarangpur,agy_0064,Nabarangpur Panchayat Samiti,90.6
Nabarangpur Panchayat  Samiti,Odisha,Nabarangpur,agy_0064,Nabarangpur Panchayat Samiti,100.0
Nabarangpur Panchayat Samiti,Odisha,Nabarangpur,agy_0064,Nabarangpur Panchayat Samiti,100.0
nabarangpur panchayat samiti,Odisha,Nabarangpur,agy_0064,Nabarangpur Panchayat Samiti,100.0
NABARANGPUR ZILLA PARISHAD,Odisha,Nabarangpur,agy_0065,Nabarangpur Zilla Parishad,100.0
Nabarangpur Zilla Parishad,Odisha,Nabarangpur,agy_0065,Nabarangpur Zilla Parishad,100.0
nabarangpur zilla parishad,Odisha,Nabarangpur,agy_0065,Nabarangpur Zilla Parishad,100.0
PURI DISTRICT AUTHORITY,Odisha,Puri,agy_0066,Puri District Authority,100.0
Puri District Authority,Odisha,Puri,agy_0066,Puri District Authority,100.0
puri district authority,Odisha,Puri,agy_0066,Puri District Authority,100.0
KORAPUT(ST) MUNICIPAL CORPORATION,Odisha,Rayagada,agy_0067,Koraput(St) Municipal Corporation,100.0
Koraput(St) Muncipal Corporation,Odisha,Rayagada,agy_0067,Koraput(St) Municipal Corporation,98.5
Koraput(St) Municipal Corporation,Odisha,Rayagada,agy_0067,Koraput(St) Municipal Corporation,100.0
koraput(st) municipal corporation,Odisha,Rayagada,agy_0067,Koraput(St) Municipal Corporation,100.0
KORAPUT(ST) PANCHAYAT SAMITI,Odisha,Rayagada,agy_0068,Koraput(St) Panchayat Samiti,100.0
Koraput(St) Panch. Samiti,Odisha,Rayagada,agy_0068,Koraput(St) Panchayat Samiti,90.6
Koraput(St) Panchayat Samiti,Odisha,Rayagada,agy_0068,Koraput(St) Panchayat Samiti,100.0
koraput(st) panchayat samiti,Odisha,Rayagada,agy_0068,Koraput(St) Panchayat Samiti,100.0
SUNDARGARH MUNICIPAL COUNCIL,Odisha,Sundargarh,agy_0069,Sundargarh Municipal Council,100.0
Sundargarh Municipal Council,Odisha,Sundargarh,agy_0069,Sundargarh Municipal Council,100.0
sundargarh municipal council,Odisha,Sundargarh,agy_0069,Sundargarh Municipal Council,100.0
AMRITSAR GRAM PANCHAYAT,Punjab,Amritsar,agy_0070,Amritsar Gram Panchayat,100.0
Amritsar Gram Panchayat,Punjab,Amritsar,agy_0070,Amritsar Gram Panchayat,100.0
amritsar gram panchayat,Punjab,Amritsar,agy_0070,Amritsar Gram Panchayat,100.0
AMRITSAR MUNICIPAL CORPORATION,Punjab,Amritsar,agy_0071,Amritsar Municipal Corporation,100.0
Amritsar Muncipal Corporation,Punjab,Amritsar,agy_0071,Amritsar Municipal Corporation,98.3
Amritsar Municipal Corporation,Punjab,Amritsar,agy_0071,Amritsar Municipal Corporation,100.0
amritsar municipal corporation,Punjab,Amritsar,agy_0071,Amritsar Municipal Corporation,100.0
BHATINDA RURAL DEVELOPMENT AGENCY,Punjab,Bhatinda,agy_0072,Bhatinda Rural Development Agency,100.0
Bhatinda Rural Development Agency,Punjab,Bhatinda,agy_0072,Bhatinda Rural Development Agency,100.0
bhatinda rural development agency,Punjab,Bhatinda,agy_0072,Bhatinda Rural Development Agency,100.0
FARIDKOT PUBLIC WORKS DEPARTMENT,Punjab,Faridkot,agy_0073,Faridkot Public Works Department,100.0
Faridkot Public Works Department,Punjab,Faridkot,agy_0073,Faridkot Public Works Department,100.0
faridkot public works department,Punjab,Faridkot,agy_0073,Faridkot Public Works Department,100.0
FARIDKOT(SC) RURAL DEVELOPMENT AGENCY,Punjab,Faridkot,agy_0074,Faridkot(Sc) Rural Development Agency,100.0
Faridkot(Sc) Rural Development Agency,Punjab,Faridkot,agy_0074,Faridkot(Sc) Rural Development Agency,100.0
faridkot(sc) rural development agency,Punjab,Faridkot,agy_0074,Faridkot(Sc) Rural Development Agency,100.0
FIROZPUR RURAL DEVELOPMENT AGENCY,Punjab,Firozepur,agy_0075,Firozpur Rural Development Agency,100.0
Firozpur Rural Development Agency,Punjab,Firozepur,agy_0075,Firozpur Rural Development Agency,100.0
firozpur rural development agency,Punjab,Firozepur,agy_0075,Firozpur Rural Development Agency,100.0
GURDASPUR GRAM PANCHAYAT,Punjab,Gurdaspur,agy_0076,Gurdaspur Gram Panchayat,100.0
Gurdaspur Gram Panchayat,Punjab,Gurdaspur,agy_0076,Gurdaspur Gram Panchayat,100.0
gurdaspur gram panchayat,Punjab,Gurdaspur,agy_0076,Gurdaspur Gram Panchayat,100.0
HOSHIARPUR(SC) DISTRICT AUTHORITY,Punjab,Hoshiarpur,agy_0077,Hoshiarpur(Sc) District Authority,100.0
Hoshiarpur(Sc) District Authority,Punjab,Hoshiarpur,agy_0077,Hoshiarpur(Sc) District Authority,100.0
hoshiarpur(sc) district authority,Punjab,Hoshiarpur,agy_0077,Hoshiarpur(Sc) District Authority,100.0
JALANDHAR MUNICIPAL CORPORATION,Punjab,Jalandhar,agy_0078,Jalandhar Municipal Corporation,100.0
Jalandhar Muncipal Corporation,Punjab,Jalandhar,agy_0078,Jalandhar Municipal Corporation,98.4
Jalandhar Municipal Corporation,Punjab,Jalandhar,agy_0078,Jalandhar Municipal Corporation,100.0
jalandhar municipal corporation,Punjab,Jalandhar,agy_0078,Jalandhar Municipal Corporation,100.0
LUDHIANA RURAL DEVELOPMENT AGENCY,Punjab,Ludhiana,agy_0079,Ludhiana Rural Development Agency,100.0
Ludhiana Rural Development Agency,Punjab,Ludhiana,agy_0079,Ludhiana Rural Development Agency,100.0
ludhiana rural development agency,Punjab,Ludhiana,agy_0079,Ludhiana Rural Development Agency,100.0
Ludhiana District Authority,Punjab,Ludhiana,agy_0080,Ludhiana District Authority,100.0
ludhiana district authority,Punjab,Ludhiana,agy_0080,Ludhiana District Authority,100.0
PATHANKOT DISTRICT AUTHORITY,Punjab,Pathankot,agy_0081,Pathankot District Authority,100.0
Pathankot District Authority,Punjab,Pathankot,agy_0081,Pathankot District Authority,100.0
pathankot district authority,Punjab,Pathankot,agy_0081,Pathankot District Authority,100.0
PATIALA GRAM PANCHAYAT,Punjab,Patiala,agy_0082,Patiala Gram Panchayat,100.0
Patiala Gram Panchayat,Punjab,Patiala,agy_0082,Patiala Gram Panchayat,100.0
patiala gram panchayat,Punjab,Patiala,agy_0082,Patiala Gram Panchayat,100.0
ANANDPUR SAHIB NAGAR PANCHAYAT,Punjab,Sahibzada Ajit Singh Nagar,agy_0083,Anandpur Sahib Nagar Panchayat,100.0
Anandpur Sahib Nagar Panchayat,Punjab,Sahibzada Ajit Singh Nagar,agy_0083,Anandpur Sahib Nagar Panchayat,100.0
anandpur sahib nagar panchayat,Punjab,Sahibzada Ajit Singh Nagar,agy_0083,Anandpur Sahib Nagar Panchayat,100.0
SANGRUR NAGAR PANCHAYAT,Punjab,Sangrur,agy_0084,Sangrur Nagar Panchayat,100.0
Sangrur Nagar Panchayat,Punjab,Sangrur,agy_0084,Sangrur Nagar Panchayat,100.0
sangrur nagar panchayat,Punjab,Sangrur,agy_0084,Sangrur Nagar Panchayat,100.0
KHADOOR SAHIB GRAM PANCHAYAT,Punjab,Tarn Taran,agy_0085,Khadoor Sahib Gram Panchayat,100.0
Khadoor Sahib Gram Panchayat,Punjab,Tarn Taran,agy_0085,Khadoor Sahib Gram Panchayat,100.0
khadoor sahib gram panchayat,Punjab,Tarn Taran,agy_0085,Khadoor Sahib Gram Panchayat,100.0
TARN TARAN PUBLIC WORKS DEPARTMENT,Punjab,Tarn Taran,agy_0086,Tarn Taran Public Works Department,100.0
