agency_id,agency_name,state,district,constituency,year_month,monthly_amount,work_count,cumulative_amount,work_category,peer_ratio,hist_median,hist_mad,hist_upper_fence,hist_iqr,insufficient_history,modified_z_score,iqr_ratio,velocity_ratio,acceleration,risk_score,risk_tier,flag_reason
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-02,1674528.0,3,15751874.0,Water Supply & Sanitation,1.0,1508000.0,438839.0,2796734.5,695333.0,False,0.26,0.0,1.27,-0.11,3.8,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-03,1403606.0,2,17155480.0,Health & Education,1.0,1573846.5,404379.0,2717350.5,655611.5,False,0.0,0.0,1.06,-0.2,0.5,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-04,1211803.0,2,18367283.0,Water Supply & Sanitation,1.0,1508000.0,369919.0,2637966.5,615890.0,False,0.0,0.0,0.83,-0.23,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-05,1168522.0,1,19535805.0,Roads & Bridges,1.0,1455803.0,307827.0,2558582.5,576168.5,False,0.0,0.0,0.8,-0.03,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-06,1646954.0,2,21182759.0,Roads & Bridges,1.0,1403606.0,270922.0,2479198.5,536447.0,False,0.61,0.0,1.26,0.46,6.2,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-07,1389074.0,1,22571833.0,Public Infrastructure & Community Halls,1.0,1455803.0,292606.5,2450549.375,521943.25,False,0.0,0.0,0.95,-0.31,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-08,1478415.0,2,24050248.0,Health & Education,1.0,1403606.0,265525.0,2421900.25,507439.5,False,0.19,0.0,1.06,0.1,1.8,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-09,1233917.0,4,25284165.0,Water Supply & Sanitation,1.0,1441010.5,253003.0,2393251.125,492935.75,False,0.0,0.0,0.88,-0.18,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-10,975701.0,3,26259866.0,Public Infrastructure & Community Halls,1.0,1403606.0,243348.0,2364602.0,478432.0,False,0.0,0.0,0.74,-0.14,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-11,1372414.0,4,27632280.0,Public Infrastructure & Community Halls,1.0,1396340.0,254436.5,2394310.0,499447.5,False,0.0,0.0,1.05,0.3,0.3,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2023-12,1947067.0,1,29579347.0,Health & Education,1.0,1389074.0,250993.0,2378356.5,490022.0,False,1.5,0.0,1.41,0.36,13.6,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2024-01,925824.0,1,30505171.0,Public Infrastructure & Community Halls,1.0,1396340.0,254436.5,2393251.125,492935.75,False,0.0,0.0,0.67,-0.74,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_004,Executive Engineer Pwd Bangalore Rural,Karnataka,Bangalore Rural,Bangalore Rural,2024-02,1865622.0,1,32370793.0,Public Infrastructure & Community Halls,1.0,1389074.0,257880.0,2410263.5,508873.0,False,1.25,0.0,1.43,0.76,12.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-01,4157613.0,4,4157613.0,Health & Education,1.0,4157613.0,0.0,4157613.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-03,2206238.0,4,6363851.0,Roads & Bridges,1.0,4157613.0,0.0,4157613.0,0.0,True,0.0,0.0,0.53,-0.47,0.0,Insufficient History,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-04,3123538.0,3,9487389.0,Public Infrastructure & Community Halls,1.0,3181925.5,975687.5,5133300.5,975687.5,True,0.0,0.0,0.98,0.45,0.0,Insufficient History,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-05,1544401.0,2,11031790.0,Roads & Bridges,1.0,3123538.0,917300.0,5104106.75,975687.5,False,0.0,0.0,0.49,-0.49,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-06,1403848.0,4,12435638.0,Roads & Bridges,1.0,2664888.0,789568.5,5393973.75,1341278.0,False,0.0,0.0,0.53,0.03,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-08,2882749.0,4,15318387.0,Water Supply & Sanitation,1.0,2206238.0,802390.0,5492243.5,1579137.0,False,0.57,0.0,1.31,0.78,6.3,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-09,1543067.0,1,16861454.0,Roads & Bridges,1.0,2544493.5,789568.5,5093561.5,1353480.5,False,0.0,0.0,0.61,-0.7,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-10,1944915.0,4,18806369.0,Public Infrastructure & Community Halls,1.0,2206238.0,676511.0,5192257.75,1459409.5,False,0.0,0.0,1.04,0.43,0.3,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-11,2766656.0,2,21573025.0,Public Infrastructure & Community Halls,1.0,2075576.5,602119.0,5041264.375,1398878.75,False,0.77,0.0,1.59,0.55,9.8,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2022-12,2101274.0,1,23674299.0,Health & Education,1.0,2206238.0,663171.0,4890271.0,1338348.0,False,0.0,0.0,1.2,-0.38,1.5,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-01,3193237.0,4,26867536.0,Public Infrastructure & Community Halls,1.0,2153756.0,611794.5,4667520.125,1209196.25,False,1.15,0.0,1.58,0.37,12.4,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-02,2102730.0,2,28970266.0,Public Infrastructure & Community Halls,1.0,2206238.0,663171.0,4890871.75,1258485.5,False,0.0,0.0,0.86,-0.71,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-03,2537637.0,2,31507903.0,Health & Education,1.0,2154484.0,611794.5,4590185.875,1098159.75,False,0.42,0.0,1.21,0.34,4.5,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-05,1756776.0,1,33264679.0,Roads & Bridges,1.0,2206238.0,661837.0,4289500.0,937834.0,False,0.0,0.0,0.76,-0.45,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-07,2815065.0,4,36079744.0,Health & Education,1.0,2154484.0,610750.0,4428598.25,1049915.0,False,0.73,0.0,1.21,0.46,6.7,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-09,1581022.0,4,37660766.0,Health & Education,1.0,2206238.0,608827.0,4345999.25,998061.5,False,0.0,0.0,0.68,-0.53,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-10,1559571.0,4,39220337.0,Roads & Bridges,1.0,2154484.0,610750.0,4510708.75,1119148.5,False,0.0,0.0,0.67,-0.01,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-11,3097035.0,4,42317372.0,Roads & Bridges,1.0,2102730.0,558329.0,4666129.5,1234043.0,False,1.2,0.0,1.6,0.93,12.9,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2023-12,1954265.0,3,44271637.0,Roads & Bridges,1.0,2154484.0,610750.0,4727129.25,1240867.5,False,0.0,0.0,0.91,-0.69,0.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2024-02,2103487.0,1,46375124.0,Water Supply & Sanitation,1.0,2102730.0,558329.0,4618919.0,1180008.0,False,0.0,0.0,1.13,0.22,1.0,Low,Normal Baseline Variance
AGN_KAR_BAN_005,Kanakapura Taluka Development Board,Karnataka,Bangalore Rural,Bangalore Rural,2024-03,1641357.0,3,48016481.0,Public Infrastructure & Community Halls,1.0,2103108.5,551122.5,4510708.75,1119148.5,False,0.0,0.0,0.81,-0.32,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-01,2668428.0,4,2668428.0,Roads & Bridges,1.28,2668428.0,0.0,2668428.0,0.0,True,0.0,0.0,1.0,0.0,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-04,1476356.0,1,4144784.0,Public Infrastructure & Community Halls,1.0,2668428.0,0.0,2668428.0,0.0,True,0.0,0.0,0.55,-0.45,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-05,3189050.0,1,7333834.0,Public Infrastructure & Community Halls,1.0,2072392.0,596036.0,3264464.0,596036.0,True,1.26,0.0,1.54,0.99,0.0,Insufficient History,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-07,2473717.0,4,9807551.0,Health & Education,1.57,2668428.0,520622.0,4213259.5,856347.0,False,0.0,0.0,0.93,-0.61,2.9,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-08,1567665.0,1,11375216.0,Water Supply & Sanitation,1.0,2571072.5,357666.5,3659893.625,574206.75,False,0.0,0.0,0.61,-0.32,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-09,1686185.0,3,13061401.0,Health & Education,1.01,2473717.0,715333.0,4319572.5,1100763.0,False,0.0,0.0,0.68,0.07,0.1,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-10,2078766.0,4,15140167.0,Health & Education,1.6,2079951.0,550381.5,4153433.125,1022455.25,False,0.0,0.0,1.0,0.32,3.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-11,1506737.0,3,16646904.0,Health & Education,1.0,2078766.0,511101.0,3987293.75,944147.5,False,0.0,0.0,0.8,-0.2,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2022-12,1886675.0,2,18533579.0,Roads & Bridges,1.03,1882475.5,390929.0,3977337.375,969961.75,False,0.01,0.0,1.0,0.2,0.2,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-01,1691847.0,3,20225426.0,Roads & Bridges,1.0,1886675.0,379938.0,3832795.0,906052.0,False,0.0,0.0,0.95,-0.06,0.0,Low,Normal Baseline Variance
AGN_MAH_NAG_006,Nagpur Municipal Corporation,Maharashtra,Nagpur,Nagpur,2023-02,1873642.0,1,22099068.0,Health & Education,1.03,1789261.0,286014.5,3541505.625,777684.25,False,0.2,0.0,1.11,0.16,2.4,Low,Normal Baseline Variance
