agency_id,agency_name,state,year_month,monthly_amount,work_count,cumulative_amount,work_category
agy_0005,Idukki Nagar Panchayat,Kerala,2017-11,1402820.3399999999,3,45114035.13,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2017-12,1153894.59,1,46267929.72,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-01,1929311.4000000001,3,48197241.12,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-02,1376429.78,2,49573670.9,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-03,1064417.12,3,50638088.02,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-04,1415040.58,3,52053128.6,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-05,1396521.74,2,53449650.34,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-06,878058.77,1,54327709.11,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-07,1227509.09,2,55555218.2,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-08,1443874.14,1,56999092.34,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-09,1467441.29,1,58466533.63,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-10,1508762.98,1,59975296.61,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-11,1596585.5,3,61571882.11,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2018-12,1265101.8900000001,3,62836984.0,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2019-01,779768.47,3,63616752.47,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2019-02,1152255.52,1,64769007.99,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2019-03,1288852.73,3,66057860.72,Public Amenities
agy_0005,Idukki Nagar Panchayat,Kerala,2019-04,1383105.88,2,67440966.6,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2015-07,1519473.61,1,1519473.61,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2015-10,875749.5800000001,3,2395223.1900000004,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2016-03,1066385.93,1,3461609.12,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2016-08,1395376.55,1,4856985.67,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2016-12,1161666.0899999999,2,6018651.76,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2017-01,1765891.35,3,7784543.11,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-02,1387010.9100000001,3,9171554.02,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-03,752070.07,1,9923624.09,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-07,705237.43,1,10628861.52,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-08,1560478.1600000001,2,12189339.68,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-10,1288580.3,2,13477919.98,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2018-12,660397.8,1,14138317.780000001,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2019-01,1583816.4500000002,2,15722134.23,Public Amenities
agy_0006,Idukki Rural Development Agency,Kerala,2019-04,2038083.17,1,17760217.400000002,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2015-11,1906127.09,3,1906127.09,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2016-06,1767743.71,1,3673870.8,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2016-07,1515898.5,3,5189769.3,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2016-08,1974962.85,3,7164732.15,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2017-02,2115963.86,1,9280696.01,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2017-04,1556374.35,3,10837070.36,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2017-06,1710496.92,1,12547567.28,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2017-09,1514588.99,3,14062156.27,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2018-03,1756600.8800000001,3,15818757.15,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2018-04,661133.56,1,16479890.71,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2018-06,902761.92,1,17382652.63,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2018-07,1547999.2000000002,2,18930651.83,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2019-02,1359581.75,1,20290233.58,Public Amenities
agy_0007,Kannur Gram Panchayat,Kerala,2019-04,1116595.66,1,21406829.24,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2015-06,801789.86,1,801789.86,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2015-07,1113991.62,2,1915781.48,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2015-09,1792308.62,2,3708090.1,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2015-11,2364602.68,1,6072692.78,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2015-12,1526716.9,2,7599409.68,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-01,2279322.64,1,9878732.32,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-05,2401798.7800000003,2,12280531.100000001,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-07,1917183.7,1,14197714.8,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-08,1426854.35,3,15624569.15,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-09,1698194.8499999999,3,17322764.0,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2016-12,1735008.19,2,19057772.19,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2017-03,1636480.8,3,20694252.990000002,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2017-06,1668321.1,3,22362574.09,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2017-08,1863445.68,2,24226019.77,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2017-09,1298586.03,3,25524605.8,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2017-10,1847717.93,2,27372323.73,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-03,2076015.71,1,29448339.44,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-04,1321076.3199999998,2,30769415.76,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-06,1686273.2,3,32455688.96,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-09,1672183.6800000002,2,34127872.64,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-11,1923514.1,3,36051386.74,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2018-12,1579935.21,3,37631321.95,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2019-01,1746116.05,1,39377438.0,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2019-02,1526736.47,3,40904174.47,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2019-03,1759271.89,1,42663446.36,Public Amenities
agy_0008,Kannur Public Works Department,Kerala,2019-05,2715911.84,2,45379358.2,Public Amenities
agy_0009,Kasaragod Panchayat Samiti,Kerala,2016-01,1240229.1600000001,2,1240229.1600000001,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2016-03,947037.14,2,2187266.3000000003,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2017-01,795830.04,1,2983096.3400000003,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2017-05,1625176.4,1,4608272.74,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2018-02,1897765.6,2,6506038.34,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2018-06,2215234.8,1,8721273.14,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2018-08,2016666.79,3,10737939.93,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2018-11,1290839.26,3,12028779.19,Health
agy_0009,Kasaragod Panchayat Samiti,Kerala,2018-12,1533890.29,3,13562669.48,Health
agy_0010,Kasaragod Rural Development Agency,Kerala,2015-06,1211564.45,2,1211564.45,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2015-09,1186144.2200000002,3,2397708.67,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2015-12,1228087.68,2,3625796.35,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-01,1194222.49,2,4820018.84,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-03,635886.7,1,5455905.54,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-04,835662.69,3,6291568.23,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-05,982786.28,3,7274354.51,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-08,1183721.58,3,8458076.09,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-10,1409740.68,2,9867816.77,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2016-12,901976.87,3,10769793.64,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-01,1445959.4,1,12215753.04,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-02,1012027.63,2,13227780.67,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-03,1488761.85,2,14716542.52,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-04,1657050.69,1,16373593.21,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-05,1197806.51,2,17571399.72,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2017-10,1454931.8900000001,2,19026331.61,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-01,558305.27,1,19584636.88,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-04,837102.53,1,20421739.41,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-07,1623804.63,1,22045544.04,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-08,1081620.06,3,23127164.1,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-09,1398274.63,2,24525438.73,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-11,2336188.9,2,26861627.63,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2018-12,1452798.7000000002,3,28314426.33,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2019-01,1378553.58,1,29692979.91,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2019-02,987886.94,3,30680866.85,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2019-03,965318.22,1,31646185.07,Irrigation
agy_0010,Kasaragod Rural Development Agency,Kerala,2019-04,979105.55,1,32625290.62,Irrigation
agy_0011,Kasaragod Panch. Samiti,Kerala,2016-03,346399.22,1,346399.22,Education
agy_0011,Kasaragod Panch. Samiti,Kerala,2019-01,1733699.93,1,2080099.15,Education
agy_0012,Kollam Rural Development Agency,Kerala,2015-07,1054179.71,1,1054179.71,Health
agy_0012,Kollam Rural Development Agency,Kerala,2015-09,1818060.6300000001,3,2872240.34,Health
agy_0012,Kollam Rural Development Agency,Kerala,2015-11,1528856.14,3,4401096.48,Health
agy_0012,Kollam Rural Development Agency,Kerala,2015-12,1294238.52,2,5695335.0,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-01,1104227.41,1,6799562.41,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-02,1057059.1300000001,3,7856621.54,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-03,1185740.0,2,9042361.54,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-04,1384844.94,2,10427206.48,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-05,981559.64,1,11408766.12,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-06,1443962.95,1,12852729.07,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-07,1065306.95,3,13918036.02,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-09,1420205.4300000002,3,15338241.45,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-10,890395.24,1,16228636.69,Health
agy_0012,Kollam Rural Development Agency,Kerala,2016-12,1286080.99,2,17514717.68,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-01,1533303.19,3,19048020.87,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-02,732808.83,1,19780829.7,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-04,1349959.79,2,21130789.49,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-05,1955317.9,2,23086107.39,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-06,1788059.6400000001,2,24874167.03,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-07,1239227.0299999998,3,26113394.06,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-09,1540378.91,1,27653772.97,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-11,1528172.96,2,29181945.93,Health
agy_0012,Kollam Rural Development Agency,Kerala,2017-12,1786143.1400000001,2,30968089.07,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-01,1047893.29,3,32015982.36,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-02,1517800.78,1,33533783.14,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-03,2033187.46,1,35566970.6,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-05,1680970.58,3,37247941.18,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-07,908797.69,3,38156738.87,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-10,1920992.47,2,40077731.339999996,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-11,1365142.19,2,41442873.53,Health
agy_0012,Kollam Rural Development Agency,Kerala,2018-12,1641195.06,3,43084068.589999996,Health
agy_0012,Kollam Rural Development Agency,Kerala,2019-02,1603402.87,1,44687471.46,Health
agy_0012,Kollam Rural Development Agency,Kerala,2019-03,1202162.97,3,45889634.43,Health
